FIPS,year,value
19159,2020-01-10,944
19161,2020-01-10,1237
19163,2020-01-10,280
19165,2020-01-10,1968
19167,2020-01-10,566
19169,2020-01-10,1513
19171,2020-01-10,840
19173,2020-01-10,156
19175,2020-01-10,835
19177,2020-01-10,1261
19179,2020-01-10,1421
19181,2020-01-10,59
19183,2020-01-10,1766
19185,2020-01-10,605
19187,2020-01-10,1651
19189,2020-01-10,1780
19191,2020-01-10,587
19193,2020-01-10,572
19195,2020-01-10,1789
19197,2020-01-10,64
20001,2020-01-10,1190
20003,2020-01-10,1463
20005,2020-01-10,1832
20007,2020-01-10,1709
20009,2020-01-10,1448
20011,2020-01-10,1455
20013,2020-01-10,1582
20015,2020-01-10,1143
20017,2020-01-10,1838
20019,2020-01-10,685
20021,2020-01-10,1524
20023,2020-01-10,186
20025,2020-01-10,985
20027,2020-01-10,1943
20029,2020-01-10,610
20031,2020-01-10,1107
20033,2020-01-10,1871
20035,2020-01-10,642
20037,2020-01-10,1300
20039,2020-01-10,1643
20041,2020-01-10,1465
20043,2020-01-10,300
20045,2020-01-10,1414
20047,2020-01-10,188
20049,2020-01-10,598
20051,2020-01-10,1627
20053,2020-01-10,640
20055,2020-01-10,1813
20057,2020-01-10,488
20059,2020-01-10,633
20061,2020-01-10,1140
20063,2020-01-10,199
20065,2020-01-10,1523
20067,2020-01-10,607
20069,2020-01-10,1385
20071,2020-01-10,1267
20073,2020-01-10,982
20075,2020-01-10,900
20077,2020-01-10,543
20079,2020-01-10,915
20081,2020-01-10,1077
20083,2020-01-10,1049
20085,2020-01-10,8
20087,2020-01-10,1012
20089,2020-01-10,2029
20091,2020-01-10,35
20093,2020-01-10,1594
20095,2020-01-10,1326
20097,2020-01-10,837
20099,2020-01-10,321
20101,2020-01-10,1440
20103,2020-01-10,2044
20105,2020-01-10,1809
20107,2020-01-10,1198
20109,2020-01-10,392
20111,2020-01-10,679
20113,2020-01-10,40
20115,2020-01-10,1558
20117,2020-01-10,1355
20119,2020-01-10,394
20121,2020-01-10,466
20123,2020-01-10,135
20125,2020-01-10,410
20127,2020-01-10,1431
20129,2020-01-10,908
20131,2020-01-10,513
20133,2020-01-10,1867
20135,2020-01-10,731
20137,2020-01-10,543
20139,2020-01-10,1595
20141,2020-01-10,1863
20143,2020-01-10,1490
20145,2020-01-10,366
20147,2020-01-10,1223
20149,2020-01-10,601
20151,2020-01-10,1370
20153,2020-01-10,1088
20155,2020-01-10,89
20157,2020-01-10,22
20159,2020-01-10,343
20161,2020-01-10,1966
20163,2020-01-10,1370
20165,2020-01-10,1780
20167,2020-01-10,455
20169,2020-01-10,2030
20171,2020-01-10,1575
20173,2020-01-10,27
20175,2020-01-10,903
20177,2020-01-10,502
20179,2020-01-10,781
20181,2020-01-10,179
20183,2020-01-10,149
20185,2020-01-10,1997
20187,2020-01-10,956
20189,2020-01-10,1361
20191,2020-01-10,1298
20193,2020-01-10,1529
20195,2020-01-10,394
20197,2020-01-10,795
20199,2020-01-10,942
20201,2020-01-10,459
20203,2020-01-10,1983
20205,2020-01-10,1752
20207,2020-01-10,1001
20209,2020-01-10,130
21001,2020-01-10,1951
21003,2020-01-10,882
21005,2020-01-10,627
21007,2020-01-10,784
21009,2020-01-10,2018
21011,2020-01-10,674
21013,2020-01-10,1933
21015,2020-01-10,1171
21017,2020-01-10,1379
21019,2020-01-10,72
21021,2020-01-10,253
21023,2020-01-10,613
21025,2020-01-10,1188
21027,2020-01-10,422
21029,2020-01-10,817
21031,2020-01-10,1903
21033,2020-01-10,1637
21035,2020-01-10,1428
21037,2020-01-10,1723
21039,2020-01-10,1987
21041,2020-01-10,869
21043,2020-01-10,453
21045,2020-01-10,1147
21047,2020-01-10,1366
21049,2020-01-10,1758
21051,2020-01-10,1911
21053,2020-01-10,657
21055,2020-01-10,56
21057,2020-01-10,1967
21059,2020-01-10,812
21061,2020-01-10,736
21063,2020-01-10,1032
21065,2020-01-10,267
21067,2020-01-10,883
21069,2020-01-10,1679
21071,2020-01-10,1640
21073,2020-01-10,580
21075,2020-01-10,1273
21077,2020-01-10,1265
21079,2020-01-10,860
21081,2020-01-10,1287
21083,2020-01-10,1557
21085,2020-01-10,820
21087,2020-01-10,1590
21089,2020-01-10,728
21091,2020-01-10,1359
21093,2020-01-10,1607
21095,2020-01-10,1500
21097,2020-01-10,422
21099,2020-01-10,1300
21101,2020-01-10,1698
21103,2020-01-10,356
21105,2020-01-10,1148
21107,2020-01-10,524
21109,2020-01-10,703
21111,2020-01-10,1572
21113,2020-01-10,1088
21115,2020-01-10,443
21117,2020-01-10,209
21119,2020-01-10,1936
21121,2020-01-10,1868
21123,2020-01-10,1020
21125,2020-01-10,924
21127,2020-01-10,1269
21129,2020-01-10,1791
21131,2020-01-10,8
21133,2020-01-10,43
21135,2020-01-10,1789
21137,2020-01-10,222
21139,2020-01-10,814
21141,2020-01-10,1158
21143,2020-01-10,231
21145,2020-01-10,492
21147,2020-01-10,803
21149,2020-01-10,1040
21151,2020-01-10,1366
21153,2020-01-10,1110
21155,2020-01-10,768
21157,2020-01-10,739
21159,2020-01-10,1552
21161,2020-01-10,1320
21163,2020-01-10,243
21165,2020-01-10,576
21167,2020-01-10,1802
21169,2020-01-10,821
21171,2020-01-10,271
21173,2020-01-10,297
21175,2020-01-10,245
21177,2020-01-10,1496
21179,2020-01-10,709
21181,2020-01-10,218
21183,2020-01-10,789
21185,2020-01-10,803
21187,2020-01-10,307
21189,2020-01-10,1035
21191,2020-01-10,1378
21193,2020-01-10,1968
21195,2020-01-10,363
21197,2020-01-10,1308
21199,2020-01-10,1037
21201,2020-01-10,960
21203,2020-01-10,17
21205,2020-01-10,1426
21207,2020-01-10,1528
21209,2020-01-10,1154
21211,2020-01-10,1596
21213,2020-01-10,1870
21215,2020-01-10,719
21217,2020-01-10,1455
21219,2020-01-10,1466
21221,2020-01-10,1831
21223,2020-01-10,1295
21225,2020-01-10,1913
21227,2020-01-10,684
21229,2020-01-10,1208
21231,2020-01-10,2007
21233,2020-01-10,643
21235,2020-01-10,1244
21237,2020-01-10,1857
21239,2020-01-10,1534
22001,2020-01-10,997
22003,2020-01-10,1128
22005,2020-01-10,1577
22007,2020-01-10,328
22009,2020-01-10,2022
22011,2020-01-10,1337
22013,2020-01-10,1846
22015,2020-01-10,1445
22017,2020-01-10,1908
22019,2020-01-10,1728
22021,2020-01-10,1113
22023,2020-01-10,2031
22025,2020-01-10,40
22027,2020-01-10,1748
22029,2020-01-10,871
22031,2020-01-10,580
22033,2020-01-10,78
22035,2020-01-10,391
22037,2020-01-10,1785
22039,2020-01-10,27
22041,2020-01-10,832
22043,2020-01-10,1255
22045,2020-01-10,1387
22047,2020-01-10,1658
22049,2020-01-10,954
22051,2020-01-10,1706
22053,2020-01-10,436
22055,2020-01-10,1729
22057,2020-01-10,1662
22059,2020-01-10,1769
22061,2020-01-10,485
22063,2020-01-10,31
22065,2020-01-10,703
22067,2020-01-10,1539
22069,2020-01-10,1598
22071,2020-01-10,948
22073,2020-01-10,598
22075,2020-01-10,535
22077,2020-01-10,852
22079,2020-01-10,437
22081,2020-01-10,187
22083,2020-01-10,1173
22085,2020-01-10,1093
22087,2020-01-10,210
22089,2020-01-10,1389
22091,2020-01-10,511
22093,2020-01-10,372
22095,2020-01-10,1164
22097,2020-01-10,599
22099,2020-01-10,1888
22101,2020-01-10,960
22103,2020-01-10,1711
22105,2020-01-10,999
22107,2020-01-10,1173
22109,2020-01-10,917
22111,2020-01-10,1297
22113,2020-01-10,1875
22115,2020-01-10,1819
22117,2020-01-10,1630
22119,2020-01-10,5
22121,2020-01-10,111
22123,2020-01-10,1712
22125,2020-01-10,771
22127,2020-01-10,19
23001,2020-01-10,1433
23003,2020-01-10,115
23005,2020-01-10,600
23007,2020-01-10,1715
23009,2020-01-10,1085
23011,2020-01-10,1496
23013,2020-01-10,394
23015,2020-01-10,1513
23017,2020-01-10,332
23019,2020-01-10,175
23021,2020-01-10,1871
23023,2020-01-10,332
23025,2020-01-10,1748
23027,2020-01-10,1065
23029,2020-01-10,1536
23031,2020-01-10,358
24001,2020-01-10,1161
24003,2020-01-10,668
24005,2020-01-10,154
24009,2020-01-10,1151
24011,2020-01-10,904
24013,2020-01-10,667
24015,2020-01-10,1193
24017,2020-01-10,1234
24019,2020-01-10,1883
24021,2020-01-10,948
24023,2020-01-10,44
24025,2020-01-10,1645
24027,2020-01-10,1488
24029,2020-01-10,419
24031,2020-01-10,687
24033,2020-01-10,364
24035,2020-01-10,109
24037,2020-01-10,158
24039,2020-01-10,769
24041,2020-01-10,377
24043,2020-01-10,1486
24045,2020-01-10,982
24047,2020-01-10,1158
24510,2020-01-10,1456
25001,2020-01-10,869
25003,2020-01-10,817
25005,2020-01-10,171
25007,2020-01-10,318
25009,2020-01-10,1534
25011,2020-01-10,373
25013,2020-01-10,1224
25015,2020-01-10,600
25017,2020-01-10,127
25019,2020-01-10,770
25021,2020-01-10,1825
25023,2020-01-10,719
25025,2020-01-10,1119
25027,2020-01-10,1641
26001,2020-01-10,322
26003,2020-01-10,118
26005,2020-01-10,721
26007,2020-01-10,407
26009,2020-01-10,363
26011,2020-01-10,13
26013,2020-01-10,530
26015,2020-01-10,909
26017,2020-01-10,689
26019,2020-01-10,1976
26021,2020-01-10,73
26023,2020-01-10,42
26025,2020-01-10,458
26027,2020-01-10,477
26029,2020-01-10,1457
26031,2020-01-10,1227
26033,2020-01-10,1217
26035,2020-01-10,1878
26037,2020-01-10,876
26039,2020-01-10,771
26041,2020-01-10,379
26043,2020-01-10,988
26045,2020-01-10,1321
26047,2020-01-10,1399
26049,2020-01-10,1033
26051,2020-01-10,907
26053,2020-01-10,922
26055,2020-01-10,310
26057,2020-01-10,1887
26059,2020-01-10,561
26061,2020-01-10,250
26063,2020-01-10,1816
26065,2020-01-10,351
26067,2020-01-10,1824
26069,2020-01-10,1512
26071,2020-01-10,60
26073,2020-01-10,1076
26075,2020-01-10,1968
26077,2020-01-10,1278
26079,2020-01-10,1359
26081,2020-01-10,1873
26083,2020-01-10,855
26085,2020-01-10,1041
26087,2020-01-10,714
26089,2020-01-10,1250
26091,2020-01-10,1764
26093,2020-01-10,153
26095,2020-01-10,735
26097,2020-01-10,1700
26099,2020-01-10,1039
26101,2020-01-10,196
26103,2020-01-10,137
26105,2020-01-10,1717
26107,2020-01-10,1430
26109,2020-01-10,216
26111,2020-01-10,1666
26113,2020-01-10,436
26115,2020-01-10,1093
26117,2020-01-10,336
26119,2020-01-10,883
26121,2020-01-10,1895
26123,2020-01-10,521
26125,2020-01-10,1091
26127,2020-01-10,925
26129,2020-01-10,317
26131,2020-01-10,1030
26133,2020-01-10,1422
26135,2020-01-10,38
26137,2020-01-10,766
26139,2020-01-10,588
26141,2020-01-10,784
26143,2020-01-10,619
26145,2020-01-10,998
26147,2020-01-10,33
26149,2020-01-10,410
26151,2020-01-10,311
26153,2020-01-10,853
26155,2020-01-10,1396
26157,2020-01-10,368
26159,2020-01-10,130
26161,2020-01-10,1206
26163,2020-01-10,789
26165,2020-01-10,1083
27001,2020-01-10,575
27003,2020-01-10,56
27005,2020-01-10,653
27007,2020-01-10,143
27009,2020-01-10,1831
27011,2020-01-10,586
27013,2020-01-10,1991
27015,2020-01-10,1400
27017,2020-01-10,1040
27019,2020-01-10,1955
27021,2020-01-10,1728
27023,2020-01-10,1164
27025,2020-01-10,1445
27027,2020-01-10,1132
27029,2020-01-10,546
27031,2020-01-10,1812
27033,2020-01-10,1139
27035,2020-01-10,439
27037,2020-01-10,2010
27039,2020-01-10,228
27041,2020-01-10,157
27043,2020-01-10,266
27045,2020-01-10,1966
27047,2020-01-10,1729
27049,2020-01-10,510
27051,2020-01-10,1841
27053,2020-01-10,1399
27055,2020-01-10,1342
27057,2020-01-10,662
27059,2020-01-10,1132
27061,2020-01-10,1552
27063,2020-01-10,1775
27065,2020-01-10,370
27067,2020-01-10,291
27069,2020-01-10,731
27071,2020-01-10,1334
27073,2020-01-10,846
27075,2020-01-10,692
27077,2020-01-10,1615
27079,2020-01-10,58
27081,2020-01-10,455
27083,2020-01-10,502
27085,2020-01-10,1526
27087,2020-01-10,658
27089,2020-01-10,154
27091,2020-01-10,103
27093,2020-01-10,1416
27095,2020-01-10,180
27097,2020-01-10,2023
27099,2020-01-10,584
27101,2020-01-10,385
27103,2020-01-10,1486
27105,2020-01-10,119
27107,2020-01-10,476
27109,2020-01-10,1849
27111,2020-01-10,1709
27113,2020-01-10,742
27115,2020-01-10,332
27117,2020-01-10,1186
27119,2020-01-10,42
27121,2020-01-10,960
27123,2020-01-10,1655
27125,2020-01-10,148
27127,2020-01-10,732
27129,2020-01-10,868
27131,2020-01-10,1027
27133,2020-01-10,517
27135,2020-01-10,503
27137,2020-01-10,1757
27139,2020-01-10,262
27141,2020-01-10,1069
27143,2020-01-10,1742
27145,2020-01-10,247
27147,2020-01-10,1354
27149,2020-01-10,1779
27151,2020-01-10,1665
27153,2020-01-10,754
27155,2020-01-10,1846
27157,2020-01-10,1780
27159,2020-01-10,1717
27161,2020-01-10,761
27163,2020-01-10,250
27165,2020-01-10,1335
27167,2020-01-10,1685
27169,2020-01-10,861
27171,2020-01-10,560
27173,2020-01-10,1343
28001,2020-01-10,747
28003,2020-01-10,991
28005,2020-01-10,1449
28007,2020-01-10,71
28009,2020-01-10,1951
28011,2020-01-10,1619
28013,2020-01-10,2024
28015,2020-01-10,864
28017,2020-01-10,160
28019,2020-01-10,224
28021,2020-01-10,457
28023,2020-01-10,1424
28025,2020-01-10,1358
28027,2020-01-10,55
28029,2020-01-10,397
28031,2020-01-10,704
28033,2020-01-10,1396
28035,2020-01-10,1510
28037,2020-01-10,1523
28039,2020-01-10,386
28041,2020-01-10,708
28043,2020-01-10,1230
28045,2020-01-10,1588
28047,2020-01-10,779
28049,2020-01-10,1392
28051,2020-01-10,1375
28053,2020-01-10,1706
28055,2020-01-10,1892
28057,2020-01-10,213
28059,2020-01-10,969
28061,2020-01-10,1207
28063,2020-01-10,78
28065,2020-01-10,1423
28067,2020-01-10,483
28069,2020-01-10,1173
28071,2020-01-10,269
28073,2020-01-10,1117
28075,2020-01-10,808
28077,2020-01-10,560
28079,2020-01-10,114
28081,2020-01-10,1902
28083,2020-01-10,1114
28085,2020-01-10,1506
28087,2020-01-10,1801
28089,2020-01-10,1823
28091,2020-01-10,1051
28093,2020-01-10,439
28095,2020-01-10,349
28097,2020-01-10,2020
28099,2020-01-10,389
28101,2020-01-10,395
28103,2020-01-10,1830
28105,2020-01-10,1716
28107,2020-01-10,453
28109,2020-01-10,1165
28111,2020-01-10,1430
28113,2020-01-10,363
28115,2020-01-10,1877
28117,2020-01-10,264
28119,2020-01-10,134
28121,2020-01-10,2009
28123,2020-01-10,1433
28125,2020-01-10,1322
28127,2020-01-10,420
28129,2020-01-10,449
28131,2020-01-10,332
28133,2020-01-10,1300
28135,2020-01-10,26
28137,2020-01-10,71
28139,2020-01-10,1797
28141,2020-01-10,289
28143,2020-01-10,1833
28145,2020-01-10,1465
28147,2020-01-10,296
28149,2020-01-10,638
28151,2020-01-10,1513
28153,2020-01-10,147
28155,2020-01-10,104
28157,2020-01-10,89
28159,2020-01-10,644
28161,2020-01-10,646
28163,2020-01-10,1522
29001,2020-01-10,519
29003,2020-01-10,719
29005,2020-01-10,807
29007,2020-01-10,950
29009,2020-01-10,527
29011,2020-01-10,874
29013,2020-01-10,1160
29015,2020-01-10,1211
29017,2020-01-10,783
29019,2020-01-10,986
29021,2020-01-10,1138
29023,2020-01-10,1411
29025,2020-01-10,1315
29027,2020-01-10,521
29029,2020-01-10,1228
29031,2020-01-10,1304
29033,2020-01-10,1923
29035,2020-01-10,2002
29037,2020-01-10,855
29039,2020-01-10,617
29041,2020-01-10,32
29043,2020-01-10,1223
29045,2020-01-10,8
29047,2020-01-10,90
29049,2020-01-10,1837
29051,2020-01-10,1193
29053,2020-01-10,548
29055,2020-01-10,1141
29057,2020-01-10,1754
29059,2020-01-10,1498
29061,2020-01-10,328
29063,2020-01-10,867
29065,2020-01-10,280
29067,2020-01-10,340
29069,2020-01-10,1000
29071,2020-01-10,1403
29073,2020-01-10,526
29075,2020-01-10,1438
29077,2020-01-10,241
29079,2020-01-10,898
29081,2020-01-10,760
29083,2020-01-10,1054
29085,2020-01-10,784
29087,2020-01-10,1279
29089,2020-01-10,1291
29091,2020-01-10,642
29093,2020-01-10,114
29095,2020-01-10,1797
29097,2020-01-10,61
29099,2020-01-10,1624
29101,2020-01-10,1094
29103,2020-01-10,1102
29105,2020-01-10,271
29107,2020-01-10,390
29109,2020-01-10,1928
29111,2020-01-10,1670
29113,2020-01-10,1720
29115,2020-01-10,1918
29117,2020-01-10,1325
29119,2020-01-10,601
29121,2020-01-10,1526
29123,2020-01-10,738
29125,2020-01-10,1529
29127,2020-01-10,1031
29129,2020-01-10,136
29131,2020-01-10,860
29133,2020-01-10,1063
29135,2020-01-10,231
29137,2020-01-10,765
29139,2020-01-10,781
29141,2020-01-10,1761
29143,2020-01-10,1358
29145,2020-01-10,1384
29147,2020-01-10,725
29149,2020-01-10,193
29151,2020-01-10,1893
29153,2020-01-10,854
29155,2020-01-10,1797
29157,2020-01-10,1784
29159,2020-01-10,191
29161,2020-01-10,1645
29163,2020-01-10,72
29165,2020-01-10,985
29167,2020-01-10,1011
29169,2020-01-10,2011
29171,2020-01-10,1757
29173,2020-01-10,67
29175,2020-01-10,349
29177,2020-01-10,655
29179,2020-01-10,1396
29181,2020-01-10,1010
29183,2020-01-10,32
29185,2020-01-10,901
29186,2020-01-10,1361
29187,2020-01-10,418
29189,2020-01-10,1697
29195,2020-01-10,1416
29197,2020-01-10,1196
29199,2020-01-10,1281
29201,2020-01-10,1318
29203,2020-01-10,998
29205,2020-01-10,1227
29207,2020-01-10,137
29209,2020-01-10,1844
29211,2020-01-10,1248
29213,2020-01-10,43
29215,2020-01-10,587
29217,2020-01-10,545
29219,2020-01-10,1784
29221,2020-01-10,58
29223,2020-01-10,1299
29225,2020-01-10,1778
29227,2020-01-10,1177
29229,2020-01-10,311
29510,2020-01-10,287
30001,2020-01-10,1238
30003,2020-01-10,1475
30005,2020-01-10,22
30007,2020-01-10,1463
30009,2020-01-10,2042
30011,2020-01-10,120
30013,2020-01-10,134
30015,2020-01-10,1864
30017,2020-01-10,500
30019,2020-01-10,485
30021,2020-01-10,986
30023,2020-01-10,389
30025,2020-01-10,1884
30027,2020-01-10,1248
30029,2020-01-10,1203
30031,2020-01-10,764
30033,2020-01-10,654
30035,2020-01-10,1002
30037,2020-01-10,2022
30039,2020-01-10,1930
30041,2020-01-10,204
30043,2020-01-10,167
30045,2020-01-10,1062
30047,2020-01-10,751
30049,2020-01-10,483
30051,2020-01-10,1170
30053,2020-01-10,1497
30055,2020-01-10,1466
30057,2020-01-10,1545
30059,2020-01-10,193
30061,2020-01-10,1252
30063,2020-01-10,538
30065,2020-01-10,538
30067,2020-01-10,1201
30069,2020-01-10,1737
30071,2020-01-10,1208
30073,2020-01-10,1251
30075,2020-01-10,1879
30077,2020-01-10,1258
30079,2020-01-10,185
30081,2020-01-10,1699
30083,2020-01-10,727
30085,2020-01-10,1143
30087,2020-01-10,36
30089,2020-01-10,1150
30091,2020-01-10,591
30093,2020-01-10,1255
30095,2020-01-10,1231
30097,2020-01-10,258
30099,2020-01-10,235
30101,2020-01-10,1191
30103,2020-01-10,789
30105,2020-01-10,810
30107,2020-01-10,716
30109,2020-01-10,373
30111,2020-01-10,0
31001,2020-01-10,915
31003,2020-01-10,1944
31005,2020-01-10,731
31007,2020-01-10,1021
31009,2020-01-10,48
31011,2020-01-10,731
31013,2020-01-10,109
31015,2020-01-10,188
31017,2020-01-10,328
31019,2020-01-10,1513
31021,2020-01-10,2034
31023,2020-01-10,349
31025,2020-01-10,1588
31027,2020-01-10,318
31029,2020-01-10,1577
31031,2020-01-10,1981
31033,2020-01-10,604
31035,2020-01-10,1245
31037,2020-01-10,1965
31039,2020-01-10,483
31041,2020-01-10,395
31043,2020-01-10,1843
31045,2020-01-10,1116
31047,2020-01-10,1345
31049,2020-01-10,1254
31051,2020-01-10,1047
31053,2020-01-10,986
31055,2020-01-10,758
31057,2020-01-10,501
31059,2020-01-10,592
31061,2020-01-10,1145
31063,2020-01-10,1938
31065,2020-01-10,1582
31067,2020-01-10,826
31069,2020-01-10,1464
31071,2020-01-10,1041
31073,2020-01-10,1593
31075,2020-01-10,807
31077,2020-01-10,531
31079,2020-01-10,134
31081,2020-01-10,1284
31083,2020-01-10,1446
31085,2020-01-10,783
31087,2020-01-10,7
31089,2020-01-10,431
31091,2020-01-10,908
31093,2020-01-10,580
31095,2020-01-10,539
31097,2020-01-10,1427
31099,2020-01-10,71
31101,2020-01-10,879
31103,2020-01-10,1497
31105,2020-01-10,400
31107,2020-01-10,3
31109,2020-01-10,1289
31111,2020-01-10,842
31113,2020-01-10,950
31115,2020-01-10,77
31117,2020-01-10,1828
31119,2020-01-10,60
31121,2020-01-10,1033
31123,2020-01-10,1320
31125,2020-01-10,1415
31127,2020-01-10,1611
31129,2020-01-10,1099
31131,2020-01-10,1696
31133,2020-01-10,1664
31135,2020-01-10,1412
31137,2020-01-10,1357
31139,2020-01-10,1811
31141,2020-01-10,1047
31143,2020-01-10,1261
31145,2020-01-10,740
31147,2020-01-10,738
31149,2020-01-10,1723
31151,2020-01-10,1224
31153,2020-01-10,767
31155,2020-01-10,409
31157,2020-01-10,1661
31159,2020-01-10,1970
31161,2020-01-10,1025
31163,2020-01-10,1474
31165,2020-01-10,112
31167,2020-01-10,1126
31169,2020-01-10,1510
31171,2020-01-10,1042
31173,2020-01-10,1904
31175,2020-01-10,878
31177,2020-01-10,367
31179,2020-01-10,911
31181,2020-01-10,1800
31183,2020-01-10,75
31185,2020-01-10,1674
32001,2020-01-10,967
32003,2020-01-10,17
32005,2020-01-10,393
32007,2020-01-10,405
32009,2020-01-10,861
32011,2020-01-10,491
32013,2020-01-10,633
32015,2020-01-10,1939
32017,2020-01-10,707
32019,2020-01-10,1209
32021,2020-01-10,1268
32023,2020-01-10,1452
32027,2020-01-10,123
32029,2020-01-10,1405
32031,2020-01-10,1827
32033,2020-01-10,1910
32510,2020-01-10,2030
33001,2020-01-10,459
33003,2020-01-10,1167
33005,2020-01-10,665
33007,2020-01-10,174
33009,2020-01-10,663
33011,2020-01-10,141
33013,2020-01-10,1438
33015,2020-01-10,846
33017,2020-01-10,2034
33019,2020-01-10,613
34001,2020-01-10,1443
34003,2020-01-10,610
34005,2020-01-10,929
34007,2020-01-10,1603
34009,2020-01-10,708
34011,2020-01-10,698
34013,2020-01-10,1081
34015,2020-01-10,2012
34017,2020-01-10,1010
34019,2020-01-10,134
34021,2020-01-10,667
34023,2020-01-10,1833
34025,2020-01-10,626
34027,2020-01-10,149
34029,2020-01-10,167
34031,2020-01-10,1145
34033,2020-01-10,774
34035,2020-01-10,878
34037,2020-01-10,1078
34039,2020-01-10,745
34041,2020-01-10,1566
35001,2020-01-10,2027
35003,2020-01-10,193
35005,2020-01-10,376
35006,2020-01-10,794
35007,2020-01-10,1518
35009,2020-01-10,95
35011,2020-01-10,1694
35013,2020-01-10,385
35015,2020-01-10,2025
35017,2020-01-10,1592
35019,2020-01-10,89
35021,2020-01-10,234
35023,2020-01-10,1337
35025,2020-01-10,1665
35027,2020-01-10,1786
35028,2020-01-10,714
35029,2020-01-10,1791
35031,2020-01-10,1855
35033,2020-01-10,974
35035,2020-01-10,675
35037,2020-01-10,1809
35039,2020-01-10,611
35041,2020-01-10,732
35043,2020-01-10,1120
35045,2020-01-10,856
35047,2020-01-10,352
35049,2020-01-10,1013
35051,2020-01-10,1245
35053,2020-01-10,1251
35055,2020-01-10,1799
35057,2020-01-10,1403
35059,2020-01-10,67
35061,2020-01-10,1122
36001,2020-01-10,578
36003,2020-01-10,469
36005,2020-01-10,1561
36007,2020-01-10,1205
36009,2020-01-10,2027
36011,2020-01-10,459
36013,2020-01-10,1780
36015,2020-01-10,1077
36017,2020-01-10,1060
36019,2020-01-10,1001
36021,2020-01-10,835
36023,2020-01-10,1172
36025,2020-01-10,1491
36027,2020-01-10,1143
36029,2020-01-10,628
36031,2020-01-10,1157
36033,2020-01-10,1637
36035,2020-01-10,195
36037,2020-01-10,1374
36039,2020-01-10,1195
36041,2020-01-10,1789
36043,2020-01-10,729
36045,2020-01-10,72
36047,2020-01-10,877
36049,2020-01-10,1101
36051,2020-01-10,1052
36053,2020-01-10,42
36055,2020-01-10,1719
36057,2020-01-10,711
36059,2020-01-10,1726
36061,2020-01-10,355
36063,2020-01-10,509
36065,2020-01-10,311
36067,2020-01-10,475
36069,2020-01-10,1975
36071,2020-01-10,618
36073,2020-01-10,382
36075,2020-01-10,1653
36077,2020-01-10,339
36079,2020-01-10,474
36081,2020-01-10,1037
36083,2020-01-10,1234
36085,2020-01-10,1427
36087,2020-01-10,1413
36089,2020-01-10,1895
36091,2020-01-10,1819
36093,2020-01-10,15
36095,2020-01-10,1136
36097,2020-01-10,1404
36099,2020-01-10,1123
36101,2020-01-10,1836
36103,2020-01-10,1068
36105,2020-01-10,1136
36107,2020-01-10,1332
36109,2020-01-10,1675
36111,2020-01-10,942
36113,2020-01-10,1413
36115,2020-01-10,574
36117,2020-01-10,1122
36119,2020-01-10,1622
36121,2020-01-10,256
36123,2020-01-10,1836
37001,2020-01-10,1344
37003,2020-01-10,657
37005,2020-01-10,549
37007,2020-01-10,1439
37009,2020-01-10,1059
37011,2020-01-10,1479
37013,2020-01-10,986
37015,2020-01-10,763
37017,2020-01-10,1773
37019,2020-01-10,914
37021,2020-01-10,1089
37023,2020-01-10,1714
37025,2020-01-10,740
37027,2020-01-10,985
37029,2020-01-10,1397
37031,2020-01-10,1894
37033,2020-01-10,1938
37035,2020-01-10,622
37037,2020-01-10,846
37039,2020-01-10,926
37041,2020-01-10,726
37043,2020-01-10,1033
37045,2020-01-10,628
37047,2020-01-10,1198
37049,2020-01-10,1377
37051,2020-01-10,1766
37053,2020-01-10,1593
37055,2020-01-10,1021
37057,2020-01-10,363
37059,2020-01-10,1670
37061,2020-01-10,770
37063,2020-01-10,1985
37065,2020-01-10,1500
37067,2020-01-10,1199
37069,2020-01-10,1549
37071,2020-01-10,120
37073,2020-01-10,2029
37075,2020-01-10,837
37077,2020-01-10,1978
37079,2020-01-10,2042
37081,2020-01-10,1154
37083,2020-01-10,11
37085,2020-01-10,10
37087,2020-01-10,1771
37089,2020-01-10,1326
37091,2020-01-10,1641
37093,2020-01-10,1063
37095,2020-01-10,1520
37097,2020-01-10,1461
37099,2020-01-10,1978
37101,2020-01-10,1258
37103,2020-01-10,13
37105,2020-01-10,346
37107,2020-01-10,140
37109,2020-01-10,447
37111,2020-01-10,1389
37113,2020-01-10,191
37115,2020-01-10,1550
37117,2020-01-10,351
37119,2020-01-10,1834
37121,2020-01-10,1010
37123,2020-01-10,1174
37125,2020-01-10,1647
37127,2020-01-10,713
37129,2020-01-10,2031
37131,2020-01-10,1837
37133,2020-01-10,23
37135,2020-01-10,1658
37137,2020-01-10,1384
37139,2020-01-10,553
37141,2020-01-10,1131
37143,2020-01-10,2000
37145,2020-01-10,772
37147,2020-01-10,1660
37149,2020-01-10,809
37151,2020-01-10,1946
37153,2020-01-10,218
37155,2020-01-10,1539
37157,2020-01-10,1123
37159,2020-01-10,1538
37161,2020-01-10,1885
37163,2020-01-10,536
37165,2020-01-10,1841
37167,2020-01-10,1407
37169,2020-01-10,423
37171,2020-01-10,1035
37173,2020-01-10,1506
37175,2020-01-10,324
37177,2020-01-10,1620
37179,2020-01-10,951
37181,2020-01-10,1415
37183,2020-01-10,692
37185,2020-01-10,713
37187,2020-01-10,1612
37189,2020-01-10,559
